id_prod,monto_venta,region
2557,286.59,Sur
2558,297.9,Centro
2559,370.19,Oeste
2560,357.51,Sur
2561,577.34,Sur
2562,758.66,Oeste
2563,247.45,Centro
2564,549.46,Centro
2565,435.02,Sur
2566,239.06,Centro
2567,645.31,Norte
2568,255.69,Norte
2569,597.99,Sur
2570,407.48,Norte
2571,693.05,Este
2572,401.31,Oeste
2573,497.58,Norte
2574,256.12,Centro
2575,523.37,Este
2576,488.01,Sur
2577,318.16,Este
2578,464.16,Norte
2579,565.91,Este
2580,556.08,Este
2581,388.54,Oeste
2582,721.2,Este
2583,551.87,Oeste
2584,674.06,Este
2585,244.16,Centro
2586,599.6,Oeste
2587,589.39,Sur
2588,553.57,Norte
2589,337.67,Centro
2590,421.36,Este
2591,697.67,Sur
2592,411.83,Norte
2593,465.68,Este
2594,634.45,Centro
2595,591.35,Centro
2596,627.33,Sur
2597,499.16,Centro
2598,679.79,Centro
2599,487.1,Centro
2600,664.2,Este
2601,414.28,Centro
2602,449.05,Centro
2603,387.76,Oeste
2604,765.23,Sur
2605,534.23,Sur
2606,174.06,Este
2607,673.89,Este
2608,740.22,Norte
2609,213.15,Sur
2610,570.44,Este
2611,539.31,Centro
2612,515.65,Sur
2613,212.02,Oeste
2614,393.65,Este
2615,452.04,Sur
2616,403.4,Este
2617,398.04,Norte
2618,544.15,Oeste
2619,556.48,Centro
2620,119.81,Norte
2621,470.58,Centro
2622,666.02,Este
2623,365.64,Oeste
2624,548.73,Centro
2625,508.86,Norte
2626,557.65,Oeste
2627,265.25,Centro
2628,688.81,Centro
2629,618.19,Norte
2630,669.16,Este
2631,380.29,Sur
2632,633.13,Norte
2633,545.56,Norte
2634,489.46,Este
2635,773.41,Centro
2636,674.22,Este
2637,495.94,Centro
2638,611.21,Este
2639,299.32,Sur
2640,688.52,Este
2641,340.93,Este
2642,444.62,Centro
2643,497.14,Norte
2644,254.51,Oeste
2645,685.24,Oeste
2646,557.55,Sur
2647,408.96,Oeste
2648,412.97,Centro
2649,585.72,Oeste
2650,499.1,Este
2651,351.61,Norte
2652,588.28,Centro
2653,204.2,Este
2654,129.58,Norte
2655,534.6,Centro
2656,611.24,Centro
2657,213.47,Este
2658,252.54,Oeste
2659,403.05,Centro
2660,508.91,Norte
2661,409.39,Oeste
2662,486.79,Centro
2663,325.18,Sur
2664,698.86,Sur
2665,665.92,Este
2666,682.22,Sur
2667,534.93,Sur
2668,322.39,Este
2669,417.99,Sur
2670,466.76,Oeste
2671,214.18,Este
2672,512.57,Oeste
2673,378.81,Norte
2674,779.9,Este
2675,313.03,Este
2676,808.76,Oeste
2677,523.2,Centro
2678,467.58,Este
2679,354.49,Norte
2680,599.74,Centro
2681,606.52,Sur
2682,487.46,Este
2683,660.87,Norte
2684,580.42,Centro
2685,526.6,Centro
2686,516.36,Oeste
2687,800.36,Norte
2688,620.88,Sur
2689,513.78,Oeste
2690,701.28,Norte
2691,641.07,Centro
2692,639.73,Centro
2693,502.19,Norte
2694,708.1,Oeste
2695,606.89,Centro
2696,432.74,Centro
2697,536.24,Sur
2698,269.06,Oeste
2699,635.4,Sur
2700,651.69,Norte
2701,718.33,Oeste
2702,526.18,Oeste
2703,368.75,Oeste
2704,624.94,Oeste
2705,351.72,Este
2706,586.22,Norte
2707,516.99,Oeste
2708,506.26,Oeste
2709,467.88,Norte
2710,636.21,Centro
2711,403.0,Centro
2712,761.6,Este
2713,471.11,Centro
2714,632.38,Sur
2715,414.89,Oeste
2716,453.86,Centro
2717,530.88,Sur
2718,458.53,Centro
2719,725.4,Oeste
2720,438.17,Sur
2721,226.88,Sur
2722,786.16,Sur
2723,326.95,Oeste
2724,683.1,Sur
2725,283.83,Centro
2726,557.88,Centro
2727,714.05,Norte
2728,721.83,Oeste
2729,689.6,Este
2730,702.58,Este
2731,563.82,Centro
2732,226.15,Norte
2733,717.3,Oeste
2734,801.07,Sur
2735,507.31,Sur
2736,820.37,Norte
2737,503.56,Sur
2738,897.08,Norte
2739,389.45,Oeste
2740,690.72,Este
2741,312.41,Norte
2742,700.59,Oeste
2743,510.58,Este
2744,634.8,Oeste
2745,218.25,Este
2746,577.65,Este
2747,628.16,Sur
2748,479.22,Norte
2749,454.21,Norte
2750,404.04,Este
2751,495.87,Norte
2752,451.71,Centro
2753,555.84,Norte
2754,699.8,Oeste
2755,477.23,Sur
2756,398.89,Centro
2757,522.75,Oeste
2758,476.41,Sur
2759,636.93,Norte
2760,728.6,Sur
2761,619.75,Centro
2762,382.9,Norte
2763,464.82,Centro
2764,463.66,Oeste
2765,668.37,Oeste
2766,543.97,Este
2767,556.33,Centro
2768,419.87,Oeste
2769,502.31,Sur
2770,306.42,Norte
2771,705.14,Este
2772,839.0,Centro
2773,395.37,Oeste
2774,424.02,Este
2775,655.14,Sur
2776,275.33,Norte
2777,396.65,Centro
2778,653.22,Sur
2779,290.02,Sur
2780,533.01,Sur
2781,560.02,Este
2782,339.33,Oeste
2783,630.33,Norte
2784,596.84,Este
2785,327.69,Centro
2786,683.61,Norte
2787,366.8,Norte
2788,617.95,Oeste
2789,589.64,Este
2790,545.71,Centro
2791,365.93,Norte
2792,433.68,Centro
2793,610.24,Sur
2794,489.85,Este
2795,575.88,Este
2796,509.21,Centro
2797,546.49,Centro
2798,358.55,Centro
2799,534.67,Este
2800,481.04,Norte
2801,718.32,Norte
2802,867.26,Oeste
2803,405.7,Norte
2804,601.81,Sur
2805,344.88,Centro
2806,806.22,Norte
2807,568.84,Centro
2808,649.76,Centro
2809,584.81,Sur
2810,272.05,Sur
2811,414.88,Centro
2812,482.25,Centro
2813,517.09,Centro
2814,196.24,Sur
2815,806.46,Este
2816,705.02,Oeste
2817,217.87,Centro
2818,408.65,Oeste
2819,651.42,Centro
2820,548.62,Centro
2821,560.42,Sur
2822,602.65,Centro
2823,535.34,Sur
2824,536.59,Sur
2825,517.2,Sur
2826,342.9,Centro
2827,486.93,Centro
2828,632.03,Norte
2829,415.57,Norte
2830,593.63,Centro
2831,627.7,Sur
2832,543.54,Oeste
2833,360.74,Sur
2834,434.86,Oeste
2835,596.12,Este
2836,416.39,Centro
2837,425.68,Oeste
2838,529.86,Oeste
2839,437.68,Sur
2840,536.49,Oeste
2841,681.0,Centro
2842,537.69,Este
2843,601.91,Norte
2844,728.69,Sur
2845,723.48,Centro
2846,669.54,Norte
2847,665.93,Norte
2848,596.51,Este
2849,415.65,Norte
2850,472.39,Oeste
2851,499.17,Sur
2852,419.55,Norte
2853,627.36,Oeste
2854,501.69,Sur
2855,402.42,Norte
2856,433.86,Este
2857,373.55,Sur
2858,652.96,Sur
2859,134.56,Este
2860,757.87,Norte
2861,378.29,Este
2862,476.24,Este
2863,449.66,Este
2864,686.7,Este
2865,646.61,Centro
2866,457.14,Centro
2867,386.03,Centro
2868,837.67,Centro
2869,655.93,Centro
2870,483.7,Centro
2871,353.69,Norte
2872,885.12,Norte
2873,609.05,Centro
2874,542.19,Oeste
2875,632.67,Oeste
2876,750.42,Norte
2877,588.76,Norte
2878,469.47,Sur
2879,408.34,Sur
2880,571.04,Sur
2881,443.69,Norte
2882,560.66,Este
2883,439.93,Oeste
2884,673.63,Este
2885,500.04,Oeste
2886,435.25,Centro
2887,289.95,Este
2888,642.25,Oeste
2889,472.6,Oeste
2890,503.98,Sur
2891,624.06,Centro
2892,141.32,Este
2893,403.08,Centro
2894,477.24,Este
2895,325.42,Sur
2896,808.74,Este
2897,330.48,Centro
2898,322.78,Sur
2899,542.29,Sur
2900,372.12,Este
2901,463.52,Norte
2902,646.02,Este
2903,602.67,Oeste
2904,480.54,Norte
2905,674.87,Este
2906,345.18,Oeste
2907,607.11,Norte
2908,428.28,Oeste
2909,442.44,Sur
2910,551.67,Norte
2911,300.29,Sur
2912,495.22,Centro
2913,527.43,Oeste
2914,772.76,Centro
2915,531.99,Centro
2916,702.6,Norte
2917,604.78,Oeste
2918,593.83,Sur
2919,534.12,Centro
2920,817.75,Centro
2921,701.58,Oeste
2922,355.91,Sur
2923,387.18,Centro
2924,383.39,Este
2925,632.75,Sur
2926,377.41,Este
2927,308.02,Norte
2928,448.0,Centro
2929,463.32,Este
2930,275.85,Oeste
2931,447.22,Oeste
2932,656.31,Sur
2933,530.73,Centro
2934,103.08,Oeste
2935,392.15,Este
2936,766.63,Este
2937,703.94,Este
2938,453.62,Sur
2939,601.67,Oeste
2940,639.04,Oeste
2941,508.74,Este
2942,453.29,Norte
2943,415.62,Norte
2944,527.88,Sur
2945,307.58,Sur
2946,482.93,Centro
2947,445.67,Oeste
2948,446.73,Norte
2949,544.71,Centro
2950,371.66,Oeste
2951,604.92,Centro
2952,537.58,Norte
2953,318.88,Centro
2954,595.99,Oeste
2955,653.92,Norte
2956,432.17,Sur
2957,603.26,Centro
2958,640.32,Norte
2959,337.62,Este
2960,535.65,Este
2961,411.15,Centro
2962,551.05,Norte
2963,540.39,Centro
2964,821.45,Este
2965,291.28,Este
2966,259.04,Centro
2967,347.27,Este
2968,698.11,Este
2969,381.45,Centro
2970,552.86,Sur
2971,532.63,Centro
2972,424.16,Oeste
2973,283.81,Centro
2974,670.47,Norte
2975,306.59,Oeste
2976,481.47,Oeste
2977,388.29,Centro
2978,448.87,Oeste
2979,302.43,Este
2980,513.59,Sur
2981,864.34,Centro
2982,405.07,Oeste
2983,535.35,Este
2984,473.19,Centro
2985,609.64,Sur
2986,240.24,Norte
2987,648.11,Este
2988,847.91,Norte
2989,651.62,Este
2990,739.81,Centro
2991,579.32,Este
2992,626.77,Este
2993,360.64,Sur
2994,508.55,Centro
2995,580.06,Este
2996,572.47,Norte
2997,552.3,Norte
2998,621.14,Sur
2999,492.44,Este
3000,763.23,Norte
3001,775.73,Centro
3002,328.32,Centro
3003,630.79,Sur
3004,475.41,Sur
3005,842.26,Centro
3006,218.58,Oeste
3007,716.96,Sur
3008,527.62,Este
3009,505.79,Oeste
3010,371.56,Sur
3011,423.62,Centro
3012,444.33,Oeste
3013,423.4,Sur
3014,385.98,Sur
3015,624.14,Este
3016,678.72,Centro
3017,378.05,Oeste
3018,571.1,Oeste
3019,412.03,Sur
3020,317.35,Oeste
3021,479.94,Centro
3022,412.87,Oeste
3023,508.42,Centro
3024,480.68,Este
3025,436.79,Sur
3026,248.58,Oeste
3027,492.01,Este
3028,469.88,Oeste
3029,350.55,Sur
3030,444.99,Centro
3031,554.32,Sur
3032,400.25,Norte
3033,375.76,Este
3034,369.91,Norte
3035,478.79,Este
3036,515.78,Oeste
3037,187.84,Sur
3038,237.58,Norte
3039,520.05,Este
3040,338.42,Sur
3041,437.45,Este
3042,595.45,Oeste
3043,397.59,Sur
3044,184.21,Oeste
3045,826.24,Sur
3046,367.74,Sur
3047,457.58,Centro
3048,695.72,Este
3049,496.37,Centro
3050,434.6,Sur
3051,306.62,Oeste
3052,441.11,Oeste
3053,413.55,Norte
3054,318.83,Sur
3055,398.68,Centro
3056,205.55,Oeste
3057,405.06,Centro
3058,509.59,Centro
3059,325.16,Norte
3060,480.08,Centro
3061,468.09,Norte
3062,474.09,Norte
3063,638.44,Centro
3064,264.01,Norte
3065,349.66,Este
3066,731.41,Norte
3067,295.51,Sur
3068,643.21,Oeste
3069,118.28,Oeste
3070,423.82,Sur
3071,384.26,Oeste
3072,271.18,Este
3073,148.01,Este
3074,524.17,Oeste
3075,458.43,Norte
3076,363.73,Sur
3077,489.16,Norte
3078,677.13,Oeste
3079,601.18,Oeste
3080,412.53,Norte
3081,326.87,Norte
3082,320.23,Norte
3083,463.01,Sur
3084,625.83,Norte
3085,418.17,Este
3086,737.75,Sur
3087,565.38,Sur
3088,315.59,Este
3089,503.71,Sur
3090,427.12,Oeste
3091,431.5,Centro
3092,737.18,Centro
3093,401.85,Centro
3094,208.95,Oeste
3095,489.95,Este
3096,560.44,Sur
3097,619.94,Este
3098,374.61,Oeste
3099,745.92,Centro
3100,759.4,Centro
3101,582.42,Centro
3102,769.49,Este
3103,457.47,Sur
3104,595.43,Sur
3105,343.04,Centro
3106,344.23,Sur
3107,474.55,Este
3108,572.92,Oeste
3109,444.83,Oeste
3110,626.68,Este
3111,586.09,Sur
3112,184.15,Este
3113,647.58,Norte
3114,778.3,Este
3115,323.04,Norte
3116,736.15,Centro
3117,314.88,Centro
3118,414.35,Centro
3119,611.75,Oeste
3120,689.68,Oeste
3121,368.45,Este
3122,559.04,Oeste
3123,872.12,Centro
3124,621.58,Centro
3125,278.84,Oeste
3126,660.81,Oeste
3127,443.87,Oeste
3128,752.08,Sur
3129,332.91,Norte
3130,431.09,Centro
3131,248.02,Este
3132,917.58,Oeste
3133,351.26,Oeste
3134,563.53,Sur
3135,-3.92,Centro
3136,509.88,Oeste
3137,534.9,Este
3138,795.8,Centro
3139,736.57,Centro
3140,506.31,Centro
3141,288.72,Este
3142,417.54,Oeste
3143,589.54,Norte
3144,637.84,Este
3145,649.39,Sur
3146,565.85,Este
3147,533.41,Centro
3148,237.35,Oeste
3149,726.32,Oeste
3150,461.5,Norte
3151,474.7,Este
3152,300.64,Norte
3153,606.12,Oeste
3154,281.67,Oeste
3155,538.8,Centro
3156,565.16,Norte
3157,641.75,Norte
3158,373.04,Norte
3159,243.8,Oeste
3160,249.39,Sur
3161,631.49,Centro
3162,346.7,Este
3163,460.03,Norte
3164,200.38,Sur
3165,482.43,Sur
3166,366.57,Oeste
3167,591.42,Oeste
3168,546.06,Sur
3169,623.38,Este
3170,491.1,Centro
3171,559.36,Este
3172,518.91,Centro
3173,761.09,Este
3174,692.1,Sur
3175,888.76,Este
3176,733.44,Oeste
3177,360.83,Este
3178,645.94,Este
3179,645.32,Centro
3180,327.87,Este
3181,371.47,Este
3182,482.4,Centro
3183,545.3,Este
3184,656.21,Centro
3185,655.06,Oeste
3186,449.34,Sur
3187,305.85,Este
3188,649.9,Norte
3189,609.53,Oeste
3190,569.25,Sur
3191,618.27,Centro
3192,504.72,Oeste
3193,614.27,Este
3194,258.7,Norte
3195,439.1,Este
3196,416.24,Norte
3197,423.35,Norte
3198,286.53,Centro
3199,439.14,Sur
3200,389.78,Este
3201,358.19,Este
3202,538.84,Oeste
3203,613.63,Sur
3204,592.96,Oeste
3205,665.0,Este
3206,674.37,Centro
3207,792.05,Sur
3208,610.65,Sur
3209,270.94,Este
3210,456.8,Centro
3211,563.91,Norte
3212,689.14,Centro
3213,410.11,Sur
3214,242.13,Este
3215,644.05,Norte
3216,556.75,Centro
3217,111.46,Oeste
3218,537.9,Este
3219,607.91,Oeste
3220,480.4,Centro
3221,416.64,Centro
3222,495.82,Centro
3223,140.53,Oeste
3224,365.53,Oeste
3225,258.11,Oeste
3226,399.49,Oeste
3227,326.34,Norte
3228,503.17,Oeste
3229,446.18,Norte
3230,462.98,Centro
3231,318.38,Norte
3232,683.0,Oeste
3233,463.3,Este
3234,553.98,Norte
3235,444.48,Este
3236,312.93,Centro
3237,438.89,Norte
3238,578.72,Sur
3239,760.4,Este
3240,420.54,Sur
3241,311.42,Centro
3242,707.04,Sur
3243,718.74,Oeste
3244,629.71,Centro
3245,621.42,Oeste
3246,742.4,Centro
3247,368.95,Centro
3248,454.34,Este
3249,502.5,Sur
3250,290.3,Norte
3251,544.02,Este
3252,589.75,Sur
3253,831.38,Centro
3254,489.75,Sur
3255,786.6,Norte
3256,511.81,Centro
3257,433.89,Norte
3258,604.45,Este
3259,588.54,Sur
3260,659.8,Oeste
3261,511.69,Oeste
3262,598.48,Oeste
3263,553.66,Oeste
3264,575.01,Sur
3265,361.87,Centro
3266,458.86,Sur
3267,605.53,Norte
3268,495.74,Este
3269,245.74,Este
3270,419.55,Norte
3271,355.83,Norte
3272,511.9,Sur
3273,690.56,Centro
3274,417.26,Norte
3275,182.65,Oeste
3276,534.32,Centro
3277,569.3,Este
3278,555.21,Norte
3279,466.95,Centro
3280,502.47,Centro
3281,639.81,Oeste
3282,499.92,Centro
3283,173.99,Oeste
3284,577.8,Centro
3285,635.81,Centro
3286,380.02,Norte
3287,647.09,Norte
3288,462.36,Norte
3289,288.55,Norte
3290,851.95,Norte
3291,133.05,Este
3292,506.42,Norte
3293,532.15,Sur
3294,231.52,Norte
3295,631.53,Norte
3296,514.49,Este
3297,550.21,Oeste
3298,597.05,Este
3299,623.81,Oeste
3300,491.22,Este
3301,536.8,Sur
3302,713.63,Este
3303,540.94,Oeste
3304,358.2,Centro
3305,528.22,Oeste
3306,204.39,Sur
3307,481.21,Oeste
3308,584.04,Oeste
3309,621.61,Sur
3310,841.66,Este
3311,240.61,Centro
3312,584.68,Norte
3313,588.09,Este
3314,671.23,Oeste
3315,495.0,Oeste
3316,252.78,Oeste
3317,510.84,Centro
3318,780.08,Norte
3319,562.47,Este
3320,377.92,Este
3321,413.8,Este
3322,511.39,Centro
3323,786.95,Centro
3324,728.72,Norte
3325,516.09,Centro
3326,677.83,Norte
3327,150.18,Centro
3328,743.58,Oeste
3329,565.13,Sur
3330,438.02,Norte
3331,682.93,Sur
3332,377.93,Centro
3333,451.79,Oeste
3334,246.53,Oeste
3335,413.49,Norte
3336,421.73,Sur
3337,754.25,Oeste
3338,519.82,Oeste
3339,578.07,Este
3340,484.37,Sur
3341,517.49,Oeste
3342,371.85,Este
3343,469.2,Oeste
3344,367.46,Norte
3345,635.66,Norte
3346,647.52,Sur
3347,390.79,Este
3348,622.59,Norte
3349,778.28,Centro
3350,451.99,Centro
3351,512.2,Centro
3352,257.98,Centro
3353,451.96,Este
3354,569.05,Centro
3355,727.59,Norte
3356,710.91,Oeste
3357,673.98,Sur
3358,705.91,Oeste
3359,673.44,Sur
3360,334.28,Oeste
3361,377.14,Norte
3362,406.34,Norte
3363,644.81,Norte
3364,659.92,Oeste
3365,525.61,Este
3366,414.57,Norte
3367,606.06,Centro
3368,617.67,Este
3369,516.28,Centro
3370,939.59,Norte
3371,410.07,Norte
3372,264.93,Centro
3373,578.92,Oeste
3374,329.25,Norte
3375,186.39,Oeste
3376,556.18,Sur
3377,705.92,Centro
3378,643.04,Sur
3379,172.21,Oeste
3380,718.43,Norte
3381,412.71,Centro
3382,322.1,Centro
3383,305.35,Oeste
3384,337.99,Sur
3385,454.07,Este
3386,707.95,Oeste
3387,548.78,Este
3388,454.33,Sur
3389,702.98,Norte
3390,434.86,Oeste
3391,198.05,Oeste
3392,616.89,Norte
3393,632.13,Centro
3394,514.82,Oeste
3395,471.13,Norte
3396,495.31,Centro
3397,564.05,Centro
3398,537.19,Este
3399,509.67,Oeste
3400,441.68,Oeste
3401,735.29,Norte
3402,440.53,Oeste
3403,483.88,Sur
3404,431.57,Este
3405,495.92,Norte
3406,238.96,Oeste
3407,527.48,Oeste
3408,418.62,Norte
3409,675.86,Norte
3410,610.69,Este
3411,471.22,Oeste
3412,734.38,Oeste
3413,792.11,Sur
3414,664.01,Este
3415,576.81,Oeste
3416,398.38,Oeste
3417,588.18,Centro
3418,476.91,Norte
3419,340.16,Oeste
3420,881.55,Oeste
3421,408.28,Sur
3422,587.22,Sur
3423,499.28,Sur
3424,418.4,Norte
3425,672.21,Este
3426,525.5,Centro
3427,529.09,Centro
3428,585.75,Sur
3429,670.96,Este
3430,513.02,Centro
3431,436.45,Centro
3432,399.58,Centro
3433,477.05,Oeste
3434,551.88,Sur
3435,425.77,Sur
3436,562.72,Este
3437,465.65,Centro
3438,558.99,Centro
3439,230.5,Este
3440,503.47,Oeste
3441,409.01,Oeste
3442,527.53,Oeste
3443,341.78,Norte
3444,283.22,Norte
3445,552.09,Norte
3446,391.34,Centro
3447,293.47,Sur
3448,348.7,Norte
3449,455.36,Este
3450,540.29,Oeste
3451,528.77,Centro
3452,632.87,Norte
3453,656.09,Sur
3454,654.94,Oeste
3455,795.46,Centro
3456,371.01,Este
3457,503.41,Norte
3458,449.59,Oeste
3459,542.7,Este
3460,491.89,Centro
3461,446.28,Oeste
3462,291.99,Este
3463,506.73,Centro
3464,437.67,Este
3465,478.72,Este
3466,860.63,Sur
3467,683.96,Este
3468,477.83,Sur
3469,289.41,Este
3470,419.89,Este
3471,436.83,Norte
3472,498.32,Centro
3473,520.25,Centro
3474,345.93,Centro
3475,346.72,Centro
3476,455.57,Centro
3477,510.73,Sur
3478,283.61,Sur
3479,377.6,Sur
3480,615.0,Oeste
3481,552.99,Este
3482,735.01,Sur
3483,465.62,Centro
3484,636.37,Norte
3485,688.78,Norte
3486,552.61,Norte
3487,767.93,Oeste
3488,906.27,Sur
3489,391.31,Centro
3490,285.88,Centro
3491,233.73,Este
3492,404.3,Centro
3493,479.31,Sur
3494,664.14,Oeste
3495,527.48,Oeste
3496,386.62,Sur
3497,487.64,Sur
3498,785.41,Centro
3499,400.59,Centro
3500,261.91,Norte
3501,373.26,Centro
3502,529.42,Norte
3503,624.77,Centro
3504,377.86,Centro
3505,458.16,Norte
3506,794.07,Este
3507,636.17,Norte
3508,752.12,Oeste
3509,495.4,Centro
3510,671.69,Centro
3511,666.94,Oeste
3512,495.53,Sur
3513,516.31,Centro
3514,502.06,Centro
3515,532.24,Norte
3516,747.85,Oeste
3517,465.99,Oeste
3518,363.09,Oeste
3519,482.64,Norte
3520,443.83,Centro
3521,587.73,Oeste
3522,275.57,Norte
3523,522.01,Oeste
3524,659.61,Oeste
3525,290.35,Oeste
3526,616.34,Centro
3527,624.43,Norte
3528,513.25,Este
3529,470.57,Sur
3530,558.01,Sur
3531,579.23,Sur
3532,375.55,Sur
3533,387.07,Norte
3534,614.92,Oeste
3535,399.16,Oeste
3536,522.9,Sur
3537,494.87,Oeste
3538,289.79,Norte
3539,560.2,Centro
3540,652.5,Norte
3541,523.11,Oeste
3542,358.23,Centro
3543,227.63,Este
3544,427.96,Este
3545,441.37,Centro
3546,178.34,Este
3547,563.89,Oeste
3548,603.34,Este
3549,453.07,Oeste
3550,404.67,Norte
3551,244.09,Oeste
3552,277.17,Norte
3553,474.47,Norte
3554,577.78,Norte
3555,465.25,Norte
3556,539.46,Norte
3557,253.43,Oeste
3558,486.09,Este
3559,302.89,Norte
3560,343.73,Centro
3561,589.58,Centro
3562,310.02,Este
3563,380.74,Oeste
3564,637.01,Este
3565,784.59,Norte
3566,514.57,Este
3567,93.17,Este
3568,576.87,Este
3569,480.95,Este
3570,489.61,Norte
3571,309.99,Sur
3572,452.75,Este
3573,457.78,Sur
3574,719.64,Oeste
3575,360.21,Este
3576,358.92,Norte
3577,573.38,Sur
3578,424.82,Norte
3579,492.76,Este
3580,449.25,Centro
3581,561.5,Oeste
3582,354.79,Este
3583,536.19,Oeste
3584,347.46,Centro
3585,669.41,Sur
3586,642.15,Oeste
3587,687.18,Oeste
3588,660.04,Oeste
3589,501.92,Centro
3590,578.31,Este
3591,326.25,Sur
3592,464.59,Este
3593,215.85,Centro
3594,320.6,Norte
3595,556.61,Oeste
3596,371.16,Sur
3597,621.79,Centro
3598,387.46,Centro
3599,740.15,Este
3600,460.37,Oeste
3601,222.8,Norte
3602,150.27,Centro
3603,657.08,Sur
3604,321.38,Centro
3605,692.64,Centro
3606,328.34,Sur
3607,339.44,Centro
3608,341.26,Norte
3609,471.67,Este
3610,475.66,Norte
3611,329.72,Oeste
3612,758.08,Norte
3613,670.66,Este
3614,563.24,Centro
3615,494.43,Sur
3616,496.81,Oeste
3617,541.17,Este
3618,779.41,Sur
3619,526.97,Centro
3620,449.35,Este
3621,326.86,Centro
3622,506.67,Oeste
3623,528.42,Sur
3624,379.07,Centro
3625,583.95,Norte
3626,694.82,Centro
3627,848.92,Norte
3628,130.67,Centro
3629,374.47,Norte
3630,425.51,Norte
3631,772.44,Oeste
3632,311.13,Centro
3633,237.41,Centro
3634,385.97,Oeste
3635,351.5,Oeste
3636,431.77,Oeste
3637,695.39,Este
3638,362.44,Oeste
3639,474.51,Oeste
3640,286.61,Oeste
3641,134.66,Centro
3642,435.74,Centro
3643,511.97,Este
3644,538.72,Sur
3645,420.71,Oeste
3646,788.09,Este
3647,575.24,Centro
3648,599.66,Este
3649,670.8,Centro
3650,645.42,Centro
3651,541.68,Sur
3652,380.98,Sur
3653,367.08,Este
3654,253.84,Este
3655,228.11,Centro
3656,368.46,Centro
3657,342.49,Centro
3658,733.04,Este
3659,497.37,Sur
3660,613.91,Centro
3661,314.46,Norte
3662,490.35,Centro
3663,770.71,Sur
3664,460.02,Centro
3665,399.65,Este
3666,377.22,Centro
3667,366.67,Este
3668,605.73,Oeste
3669,468.7,Sur
3670,269.69,Sur
3671,276.97,Oeste
3672,340.19,Centro
3673,685.82,Oeste
3674,428.86,Este
3675,549.48,Oeste
3676,325.88,Sur
3677,553.07,Sur
3678,169.38,Oeste
3679,496.34,Centro
3680,558.22,Oeste
3681,496.22,Norte
3682,559.13,Este
3683,688.8,Sur
3684,227.86,Norte
3685,446.68,Centro
3686,730.89,Centro
3687,545.28,Este
3688,594.72,Oeste
3689,474.32,Oeste
3690,728.04,Oeste
3691,630.03,Norte
3692,475.29,Norte
3693,284.0,Oeste
3694,684.84,Norte
3695,496.59,Este
3696,777.51,Norte
3697,336.83,Sur
3698,630.11,Este
3699,654.79,Norte
3700,579.26,Centro
3701,342.96,Este
3702,555.57,Sur
3703,348.36,Este
3704,383.77,Centro
3705,592.79,Este
3706,386.06,Centro
3707,288.02,Este
3708,695.82,Oeste
3709,524.96,Centro
3710,567.09,Norte
3711,369.81,Sur
3712,528.46,Norte
3713,369.39,Oeste
3714,513.75,Norte
3715,751.17,Oeste
3716,728.94,Este
3717,534.61,Este
3718,480.46,Centro
3719,484.61,Oeste
3720,571.05,Sur
3721,513.96,Oeste
3722,375.95,Centro
3723,578.77,Sur
3724,662.88,Norte
3725,557.66,Oeste
3726,621.97,Este
3727,441.6,Este
3728,516.99,Norte
3729,392.74,Oeste
3730,475.41,Este
3731,389.85,Sur
3732,464.47,Norte
3733,538.74,Oeste
3734,379.42,Norte
3735,375.92,Oeste
3736,647.72,Centro
3737,500.06,Centro
3738,403.39,Norte
3739,493.32,Oeste
3740,418.35,Norte
3741,486.66,Sur
3742,274.19,Este
3743,553.66,Sur
3744,534.66,Oeste
3745,745.48,Oeste
3746,425.95,Centro
3747,450.51,Sur
3748,330.84,Centro
3749,660.24,Oeste
3750,436.95,Centro
3751,465.31,Centro
3752,475.06,Centro
3753,610.2,Norte
3754,341.2,Sur
3755,666.26,Centro
3756,518.92,Oeste
3757,524.16,Oeste
3758,827.63,Norte
3759,732.72,Centro
3760,522.39,Norte
3761,327.51,Centro
3762,529.53,Oeste
3763,564.45,Centro
3764,681.37,Sur
3765,435.51,Oeste
3766,467.48,Centro
3767,714.32,Norte
3768,438.36,Centro
3769,525.54,Oeste
3770,451.99,Oeste
3771,467.43,Centro
3772,714.7,Norte
3773,494.38,Centro
3774,500.33,Sur
3775,583.94,Norte
3776,459.57,Centro
3777,456.25,Centro
3778,366.75,Norte
3779,548.8,Centro
3780,782.69,Norte
3781,229.89,Norte
3782,713.12,Centro
3783,311.33,Norte
3784,252.93,Centro
3785,523.79,Sur
3786,538.03,Oeste
3787,483.98,Sur
3788,323.45,Este
3789,488.5,Este
3790,193.95,Sur
3791,497.15,Sur
3792,422.07,Sur
3793,436.46,Norte
3794,162.14,Centro
3795,368.59,Oeste
3796,687.71,Centro
3797,626.24,Centro
3798,443.6,Este
3799,336.43,Oeste
3800,481.83,Norte
3801,241.53,Sur
3802,584.19,Este
3803,704.32,Oeste
3804,502.05,Sur
3805,507.2,Norte
3806,665.28,Sur
3807,441.37,Norte
3808,203.16,Centro
3809,574.84,Norte
3810,209.67,Sur
3811,603.46,Centro
3812,570.69,Este
3813,371.86,Sur
3814,528.13,Oeste
3815,561.0,Este
3816,120.14,Norte
3817,385.07,Sur
3818,493.46,Este
3819,294.34,Oeste
3820,532.95,Oeste
3821,671.01,Norte
3822,702.51,Sur
3823,376.86,Centro
3824,262.13,Este
